gps_time,satellite_id,sv_id,pseudorange,doppler_shift,cn0,azimuth,elevation,pseudorange_residual,pseudorange_corrected_cb,sat_px,sat_py,sat_pz,sat_type,cn0_new,predicted_multipath
1429364551.7,L02,182,-1471590.80277965,-1028.04973721504,52.7865331238516,320.789270442081,-2.9728131506647304,-2.041086058001383,9.909189346188214,4181984.869270541,860772.8069231628,4723069.461335714,-1,52.7865331238516,0
1429364551.8,G01,1,23719278.4599116,-3041.42944514751,41.1287315927293,262.6352608284129,15.783439924533448,-0.1893136518192477,24097600.98150301,15274061.8059848,-20335978.390591,7614034.99086104,0,41.1287315927293,0
1429364551.8,G02,2,21601163.2757012,-1841.88596904278,44.598511112285,277.0547125650845,44.45979948640307,0.8441742269205861,21853470.53930345,15923207.4784534,-12526686.0622201,17391671.3423986,0,44.598511112285,0
1429364551.8,G08,8,20075060.1353231,-923.741608858109,48.1194730720095,290.41900084124984,66.98777286092721,-0.3733515123021789,20537131.94075475,16027654.2763022,-4382827.00926502,20659140.4246728,0,48.1194730720095,0
1429364551.8,G10,10,20698774.4515927,846.08793258667,48.4031887006245,76.03998252338096,65.66398576114213,0.1120691319811157,20887909.65088664,13439129.6762883,11294716.1196415,20271151.9871633,0,48.4031887006245,0
1429364551.8,G23,23,22776069.1289993,3128.45222651958,35.5347329203869,47.377548976251866,25.36670753491653,-1.3902328366530128,23223928.171131536,-2776126.8882963,15193579.6073431,21619995.2629234,0,35.5347329203869,1
1429364551.8,G27,27,20243149.9993053,1740.13897776604,47.9942415730401,147.85871645162698,67.85459032659844,1.2543137354659848,20543704.704113748,20582268.5479835,8442771.44923921,14499975.0741266,0,47.9942415730401,0
1429364551.8,G32,32,23552238.0672122,-2769.93028819561,36.9526544109054,127.95566220810647,21.00729317594624,-2.827559707511682,23719743.90873294,16151918.9939749,21150203.5038209,1950602.35924528,0,36.9526544109054,1
1429364551.8,E15,75,23866604.0692716,-1245.01995742321,49.5221693801659,273.1950022746702,55.60785773409538,-1.9645455347490497,24124527.34393959,19398904.704382,-9897994.81737186,20042564.2289106,-1,49.5221693801659,0
1429364551.8,E27,87,24663331.7607091,280.840322375298,45.4313179295349,276.4913766666116,44.63048812004031,0.0136142914998345,24779799.25514302,17653739.6863736,-14255185.6921623,19007947.2831823,-1,45.4313179295349,0
1429364551.8,E30,90,25642887.3358872,2735.73212325573,46.985625765101,207.051644320162,34.57755747461196,2.74853505397914,25508816.237040635,29213186.7077639,-3739256.99556744,2997247.73597421,-1,46.985625765101,0
1429364551.8,E34,94,23465387.8985179,1102.00606286526,48.5204110672264,54.31721393521796,64.6166800009586,-0.321729039598722,23721183.07440184,12218872.866163,10947726.0258391,24631767.6310425,-1,48.5204110672264,0
1429364551.8,P47,197,-300100857.035232,40.1027500629425,49.2161610953053,27.56717819358511,3.571588099550298,5.084316316781042,29.964216420601588,4181974.5469809994,860788.9951195654,4723078.297309953,1,49.2161610953053,0
1429364551.8,P48,198,-311830.289332955,45.4206019639969,31.9368002863403,342.85839359667165,1.5727277428183726,1.0172269349131966,49.22245998977451,4181961.5619398346,860761.7709463257,4723094.471344134,1,31.9368002863403,1
1429364551.8,L01,181,-1471581.70228391,-1036.84142231941,54.1101165097888,354.5502140059362,-1.031760472771902,-2.341619335085852,31.77916239987826,4181967.184758364,860773.7546460353,4723084.870315152,-1,54.1101165097888,0
1429364551.8,L02,182,-1471602.68481117,-1028.20806205273,52.7865331238516,319.7629972405967,-2.932025839899196,-1.6659278639999684,11.333591469272504,4181984.869270541,860772.8069231628,4723069.461335714,-1,52.7865331238516,0
1429364551.9,G01,1,23719220.7978452,-3042.21175611019,41.1287315927293,262.6357076146044,15.784032225244646,-0.0316150779326562,24097542.09923541,15274045.6845534,-20335879.2190679,7614332.34080359,0,41.1287315927293,0
1429364551.9,G02,2,21601128.5178409,-1841.96978807449,44.598511112285,277.055278087144,44.46044011758219,1.2851959732870455,21853434.97984594,15923167.6814519,-12526475.2886908,17391868.7780542,0,44.598511112285,0
1429364551.9,G08,8,20075042.7118715,-924.598425626755,48.1194730720095,290.4179737642301,66.98843910886957,-0.2999878818591242,20537113.56778358,16027826.6563256,-4382625.2788864,20659054.674862,0,48.1194730720095,0
1429364551.9,G10,10,20698790.690566,850.018113851547,48.4031887006245,76.03844357888052,65.6635366153345,-0.0780313121576909,20887924.995184697,13438883.5765467,11294762.7561952,20271287.6195091,0,48.4031887006245,0
1429364551.9,G23,23,22776129.9844003,3131.11580908298,35.5347329203869,47.37745130183682,25.366035023724383,-0.2389313573439722,23223988.073301185,-2776395.93718555,15193626.9617763,21619925.0121414,0,35.5347329203869,1
1429364551.9,G27,27,20243183.0901352,1738.66748809814,47.9942415730401,147.8589088322342,67.85375914488235,0.7663169359366293,20543736.737172343,20582375.218911,8442927.76995506,14499742.2291991,0,47.9942415730401,0
1429364551.9,G32,32,23552185.6272521,-2769.97685432434,36.9526544109054,127.9551739983687,21.007893667428352,-2.782558060665906,23719690.580523517,16151885.727477,21150203.2782173,1950918.13876765,0,36.9526544109054,1
1429364551.9,E15,75,23866580.7915714,-1244.68468129635,49.5221693801659,273.1957525273468,55.60834106385152,-1.5381757611830835,24124503.184780262,19398804.896207,-9897819.53706446,20042747.5275682,-1,49.5221693801659,0
1429364551.9,E27,87,24663336.7714511,279.713422060013,45.4313179295349,276.49050933538564,44.6304209251884,-0.0112166660328512,24779803.623261437,17653929.7911934,-14255201.0148329,19007759.3190269,-1,45.4313179295349,0
1429364551.9,E30,90,25642939.7530879,2735.16401648521,46.985625765101,207.0514041334107,34.57692035906516,2.534401126722514,25508867.282406565,29213216.5251087,-3739264.63621288,2996949.07954953,-1,46.985625765101,0
1429364551.9,E34,94,23465408.6307435,1102.22026705742,48.5204110672264,54.3179349648446,64.61615965617132,-0.8292856844564085,23721202.887812413,12218764.1659111,10947948.5812621,24631722.6436527,-1,48.5204110672264,0
1429364551.9,P47,197,-300100856.387498,39.8233532905579,49.2161610953053,27.72266887519575,3.609405202065621,4.942478576347639,29.60088247857493,4181974.5469809994,860788.9951195654,4723078.297309953,1,49.2161610953053,0
1429364551.9,P48,198,-311831.204623282,43.4275716543198,33.2620477583493,342.6889709636635,1.5788802111969071,-0.4795399919312331,47.29183730674413,4181961.5619398346,860761.7709463257,4723094.471344134,1,33.2620477583493,1
1429364551.9,L01,181,-1471593.68003817,-1034.93221104145,54.0584956661579,354.39152855153134,-1.0418454017570755,-1.9084293198393425,31.798619290864732,4181967.184758364,860773.7546460353,4723084.870315152,-1,54.0584956661579,0
1429364551.9,L02,182,-1471614.74465249,-1027.09047496319,54.6841798592846,318.7040724302297,-2.9759469412060837,-1.3306555609378847,11.250777400382503,4181984.869270541,860772.8069231628,4723069.461335714,-1,54.6841798592846,0
1429364552.0,G01,1,23719163.2744442,-3041.2245541811,41.1287315927293,262.6361543735049,15.78462455550414,0.4411600057719624,24097483.179789536,15274029.562126,-20335780.0440538,7614629.68913875,0,41.1287315927293,0
1429364552.0,G02,2,21601093.6560909,-1840.69387614727,44.598511112285,277.05584358056933,44.46108078170748,1.645748843693582,21853398.400117707,15923127.8850352,-12526264.5126131,17392066.2100785,0,44.598511112285,0
1429364552.0,G08,8,20075024.7569725,-925.054773688316,48.1194730720095,290.4169465752992,66.9891053783722,-0.483552685684117,20537093.753453758,16027999.0367248,-4382423.55030692,20658968.9206277,0,48.1194730720095,0
1429364552.0,G10,10,20698806.7697123,848.565250635147,48.4031887006245,76.0369047269456,65.6630874295603,-0.2389887522222125,20887939.299500547,13438637.4754098,11294809.3946067,20271423.2476715,0,48.4031887006245,0
1429364552.0,G23,23,22776190.3554985,3132.93188810349,35.5347329203869,47.37735363366391,25.365362512214784,0.1249753881929791,23224046.42468106,-2776664.98495995,15193674.3177165,21619854.7567606,0,35.5347329203869,1
1429364552.0,G27,27,20243216.2324344,1739.15177583694,47.9942415730401,147.8591011592463,67.85292794351336,0.4352583785293973,20543768.050490078,20582481.8888368,8443084.08777463,14499509.3811734,0,47.9942415730401,0
1429364552.0,G32,32,23552134.438163,-2771.65323495865,36.9526544109054,127.95468575721966,21.008494142699572,-2.490984956479224,23719637.481435902,16151852.4584453,21150203.0497858,1951233.91788346,0,36.9526544109054,1
1429364552.0,E15,75,23866557.5922309,-1244.88025903702,49.5221693801659,273.1965027497784,55.60882442253811,-0.8296179200769984,24124478.26983761,19398705.088633,-9897644.2542977,20042930.8231531,-1,49.5221693801659,0
1429364552.0,E27,87,24663341.2853533,283.76467525959,45.4313179295349,276.4896419730208,44.6303537470808,-0.4694954443039023,24779806.62029305,17654119.8940312,-14255216.3388445,19007571.3519341,-1,45.4313179295349,0
1429364552.0,E30,90,25642991.8543824,2737.11048066616,46.985625765101,207.05116390859544,34.57628325108156,1.8647135880528367,25508917.578258507,29213246.3394087,-3739272.27691795,2996650.42264606,-1,46.985625765101,0
1429364552.0,E34,94,23465429.7001453,1103.57999801636,48.5204110672264,54.318656015914414,64.61563930360221,-0.6328077155412757,23721222.255281694,12218655.4676716,10948171.1371786,24631677.6524736,-1,48.5204110672264,0
1429364552.0,P47,197,-300100855.80816,39.953738451004,49.2161610953053,27.88816199878463,3.658139278131839,4.612303912428615,28.459464867853967,4181974.5469809994,860788.9951195654,4723078.297309953,1,49.2161610953053,0
1429364552.0,P48,198,-311831.749191242,42.5614416599274,33.921885026459,342.52010332917206,1.5899770278915368,-1.7167102565726964,44.97523053923942,4181961.5619398346,860761.7709463257,4723094.471344134,1,33.921885026459,1
1429364552.0,L01,181,-1471605.38953214,-1039.20698165894,54.0584956661579,354.2341282213398,-1.0450950699789765,-1.3404631162120495,31.340389759301612,4181967.184758364,860773.7546460353,4723084.870315152,-1,54.0584956661579,0
1429364552.0,L02,182,-1471626.55276652,-1027.36055850983,54.6841798592846,317.6220394831825,-3.0010838413944207,-0.9215872510176268,10.572726128644716,4181984.869270541,860772.8069231628,4723069.461335714,-1,54.6841798592846,0
1429364552.2,G01,1,23719047.3865448,-3039.44572806358,41.1287315927293,262.63704852964304,15.785810138287742,0.4324811428887187,24097364.223561715,15273997.3142853,-20335581.6835668,7615224.38094501,0,41.1287315927293,0
1429364552.2,G02,2,21601023.1038688,-1840.44241905212,44.598511112285,277.0569773011912,44.462362433701,1.6660221062702476,21853325.04134864,15923048.2939607,-12525842.9528379,17392461.0632091,0,44.598511112285,0
1429364552.2,G08,8,20074989.2722225,-924.542546272278,48.1194730720095,290.41489891015794,66.99043750529458,-0.6792871028083027,20537055.124739,16028343.7986263,-4382020.09857401,20658797.3989009,0,48.1194730720095,0
1429364552.2,G10,10,20698839.0969482,849.347561597824,48.4031887006245,76.03382024952823,65.66218755347396,-0.713505112369603,20887968.727606885,13438145.2689844,11294902.6769972,20271694.4914276,0,48.4031887006245,0
1429364552.2,G23,23,22776313.6374668,3138.53845000267,35.5347329203869,47.37715664998565,25.364015227454203,3.1399236090583145,23224166.658732507,-2777203.07709122,15193769.0341053,21619714.232222,0,35.5347329203869,1
1429364552.2,G27,27,20243282.4593615,1742.1692609787,47.9942415730401,147.85947950441567,67.85126772442607,-0.1335048869150341,20543831.210884992,20582695.2256698,8443396.71470519,14499043.6758567,0,47.9942415730401,0
1429364552.2,G32,32,23552030.3107835,-2774.11192655563,35.3241481931852,127.95370713849634,21.00969618374027,-2.2067584849792183,23719530.79124893,16151785.9127794,21150202.5844397,1951865.47490984,0,35.3241481931852,1
1429364552.2,E15,75,23866509.805392,-1245.98853290081,49.5221693801659,273.19800719752067,55.60979166159942,-0.1697386324303806,24124428.25715653,19398505.4753027,-9897293.68141205,20043297.4050778,-1,49.5221693801659,0
1429364552.2,E27,87,24663352.801042,282.283872365952,45.4313179295349,276.4879098709412,44.63021969307267,0.6711270913583576,24779815.168016512,17654500.0937091,-14255246.9908866,19007195.4089877,-1,45.4313179295349,0
1429364552.2,E30,90,25643095.3673203,2736.03014647961,46.985625765101,207.05068340951644,34.57501172510034,1.3109014697474777,25509018.46510361,29213305.9588698,-3739287.55850564,2996053.10744623,-1,46.985625765101,0
1429364552.2,E34,94,23465471.0957691,1102.73249447346,48.5204110672264,54.3200931168095,64.61459631354207,-1.843093608309573,23721260.51500921,12218438.0772411,10948616.2504701,24631587.6587517,-1,48.5204110672264,0
1429364552.2,P47,197,-300100854.645623,40.3448939323425,49.2161610953053,28.05000641630086,3.704574425990707,3.11800132587814,26.67701426819985,4181974.5469809994,860788.9951195654,4723078.297309953,1,49.2161610953053,0
1429364552.2,P48,198,-311830.76844326,50.3472983837128,33.921885026459,342.353755959834,1.5998955969127484,-2.6261739709589165,43.04885451852897,4181961.5619398346,860761.7709463257,4723094.471344134,1,33.921885026459,1
1429364552.2,L01,181,-1471629.21520818,-1035.36993265152,54.0584956661579,354.0775184865536,-1.0496134340799523,-1.303026419103844,30.557886140617484,4181967.184758364,860773.7546460353,4723084.870315152,-1,54.0584956661579,0
1429364552.2,L02,182,-1471650.43832879,-1027.78896689415,54.6841798592846,316.54319228575764,-3.028537415036767,-0.6633512497282936,9.656076329956704,4181984.869270541,860772.8069231628,4723069.461335714,-1,54.6841798592846,0
1429364552.3,G01,1,23718989.8225493,-3046.59828543663,41.1287315927293,262.63749451974365,15.786401526028063,0.6458336832074565,24097305.003137823,15273981.1888718,-20335482.4980922,7615521.72442104,0,41.1287315927293,0
1429364552.3,G02,2,21600988.0408552,-1841.89528226852,44.598511112285,277.0575398179327,44.46300281221136,1.7838825741855544,21853288.4858732,15923008.4993033,-12525632.1691414,17392658.4843146,0,44.598511112285,0
1429364552.3,G08,8,20074971.5714898,-923.816114664078,48.1194730720095,290.4138640320153,66.99110422177552,-0.4935631332846242,20537036.133867905,16028516.1801308,-4381818.37541791,20658711.6314073,0,48.1194730720095,0
1429364552.3,G10,10,20698855.2958379,850.828364491463,48.4031887006245,76.03228905492259,65.66173970943566,-0.8737845932992059,20887983.60940697,13437899.163692,11294949.3209769,20271830.1070235,0,48.4031887006245,0
1429364552.3,G23,23,22776373.6051674,3136.59198582172,35.5347329203869,47.37706077095157,25.363345018577707,3.322507453158323,23224225.2792194,-2777472.12147878,15193816.3945593,21619643.9630562,0,35.5347329203869,1
1429364552.3,G27,27,20243315.6051317,1741.83398485184,47.9942415730401,147.85967829797588,67.8504341143158,-0.3742379425020772,20543863.093430445,20582801.8925782,8443553.02381814,14498810.8185629,0,47.9942415730401,0
1429364552.3,G32,32,23551978.8268705,-2775.0339359045,35.3241481931852,127.9532210172714,21.01029536732154,-1.8583391634674624,23719477.973089416,16151752.6361461,21150202.3475251,1952181.2528101,0,35.3241481931852,1
1429364552.3,E15,75,23866486.2084501,-1244.76850032806,49.5221693801659,273.19875311258306,55.61027452629022,0.1013356419352931,24124403.25375455,19398405.6695437,-9897118.39128825,20043480.6914228,-1,49.5221693801659,0
1429364552.3,E27,87,24663357.7447095,283.615663647652,45.4313179295349,276.4870396340716,44.63015216407115,0.400005274459545,24779818.620707307,17654690.1905567,-14255262.3189177,19007007.4331268,-1,45.4313179295349,0
1429364552.3,E30,90,25643147.4041698,2736.47718131542,46.985625765101,207.05044311208167,34.57437174516433,0.835036520853464,25509069.06978945,29213335.7640308,-3739295.19938814,2995754.44915132,-1,46.985625765101,0
1429364552.3,E34,94,23465492.3185978,1102.69524157047,48.5204110672264,54.32081949121081,64.61407830589339,-1.7193135050983983,23721280.39695912,12218329.3850496,10948838.8078457,24631542.6562088,-1,48.5204110672264,0
1429364552.3,P47,197,-300100853.968597,41.4252281188965,49.2161610953053,28.442761822017903,3.7565537514038416,2.862698226563225,26.00038210396451,4181974.5469809994,860788.9951195654,4723078.297309953,1,49.2161610953053,0
1429364552.3,P48,198,-311830.577937538,48.6616045236587,33.921885026459,342.0019278715488,1.5976864850235064,-2.8541438095417107,41.90793125169148,4181961.5619398346,860761.7709463257,4723094.471344134,1,33.921885026459,1
1429364552.3,L01,181,-1471641.76912703,-1036.4968329668,54.0584956661579,353.7516682519331,-1.0950485018831304,-1.3930886852394906,29.65432082978805,4181967.184758364,860773.7546460353,4723084.870315152,-1,54.0584956661579,0
1429364552.3,L02,182,-1471662.66170919,-1026.62481367588,54.6841798592846,314.15487819714207,-3.188372719294816,-0.3848153230865136,8.988535819116805,4181984.869270541,860772.8069231628,4723069.461335714,-1,54.6841798592846,0
1429364552.4,G01,1,23718931.9274174,-3039.46435451508,41.1287315927293,262.6379411473026,15.786993947871371,0.9206307413624016,24097246.111948967,15273965.062464,-20335383.3091357,7615819.06626209,0,41.1287315927293,0
1429364552.4,G02,2,21600952.633998,-1839.72530066967,44.598511112285,277.0581051326026,44.46364359776463,1.5382762024746626,21853252.06846857,15922968.705234,-12525421.3829138,17392855.9017724,0,44.598511112285,0
1429364552.4,G08,8,20074953.7906059,-926.926732063293,48.1194730720095,290.4128362494603,66.99177058705399,-0.4602228408111841,20537017.54050364,16028688.5619951,-4381616.65407962,20658625.8594982,0,48.1194730720095,0
1429364552.4,G10,10,20698871.6732983,848.174095153809,48.4031887006245,76.03075071720177,65.66129037738632,-0.9458258045269758,20887998.947210867,13437653.057027,11294995.9668102,20271965.7184236,0,48.4031887006245,0
1429364552.4,G23,23,22776433.6338182,3135.78173518181,35.5347329203869,47.37696315872598,25.362672532603145,3.71932079592807,23224284.43854134,-2777741.1647223,15193863.7565152,21619573.6892992,0,35.5347329203869,1
1429364552.4,G27,27,20243348.7221952,1741.73153936863,47.9942415730401,147.85987051441072,67.84960277672876,-0.4163635564400465,20543895.404181156,20582908.5584757,8443709.3300214,14498577.958191,0,47.9942415730401,0
1429364552.4,G32,32,23551926.8442777,-2777.36224234104,35.3241481931852,127.95273268356262,21.010895733504512,-1.7745279786540775,23719424.639391147,16151719.3569801,21150202.1077829,1952497.0302938,0,35.3241481931852,1
1429364552.4,E15,75,23866462.0630537,-1243.9489364624,49.5221693801659,273.1995031230232,55.61075798978288,-0.1619884861065657,24124378.21757565,19398305.864393,-9896943.09871766,20043663.9746819,-1,49.5221693801659,0
1429364552.4,E27,87,24663363.2816068,284.863635897636,45.4313179295349,276.4861720854004,44.63008504357889,0.8129455144153326,24779823.25689264,17654880.285398,-14255277.6482878,19006819.4543526,-1,45.4313179295349,0
